City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,novaya chigla,51.2233,40.4781,-7.93,56,6,2.28,RU,1670265772
286,coihaique,-45.5752,-72.0662,14.34,82,100,2.06,CL,1670265628
287,abu zabad,12.35,29.25,23.56,25,10,5.87,SD,1670265772
288,liwale,-9.7667,37.9333,22.86,65,93,2.49,TZ,1670265773
289,grand gaube,-20.0064,57.6608,25.22,68,11,1.79,MU,1670265773
290,pringsewu,-5.3582,104.9744,23.73,92,100,1.96,ID,1670265774
291,pacific grove,36.6177,-121.9166,14.06,82,75,4.47,US,1670265774
292,shimoda,34.6667,138.95,7.84,91,100,5.24,JP,1670265636
293,namatanai,-3.6667,152.4333,26.1,82,100,0.78,PG,1670265761
294,broome,42.2506,-75.833,7.48,38,0,4.12,US,1670265623
295,shingu,33.7333,135.9833,7.43,88,74,2.86,JP,1670265776
296,shelburne,44.0787,-80.2041,4.25,48,100,7.1,CA,1670265717
297,giyani,-23.3025,30.7187,23.32,69,100,3.97,ZA,1670265777
298,alyangula,-13.8483,136.4192,28.2,65,100,3.38,AU,1670265778
299,mana,5.6592,-53.7767,28.32,67,100,3.54,GF,1670265780
300,bonavista,48.6499,-53.1147,4.19,93,100,2.48,CA,1670265768
301,xining,36.6167,101.7667,-3.81,50,100,0.79,CN,1670265781
302,hovd,48.0056,91.6419,-16.68,81,11,1.1,MN,1670265781
303,yerbogachen,61.2767,108.0108,-10.02,90,100,6.79,RU,1670265782
304,yellowknife,62.456,-114.3525,-31.36,68,20,3.6,CA,1670265604
305,maningrida,-12.0667,134.2667,27.16,68,100,1.36,AU,1670265770
306,brewster,41.3973,-73.6171,8.18,44,0,4.63,US,1670265783
307,dunedin,-45.8742,170.5036,10.45,90,100,5.81,NZ,1670265708
308,lompoc,34.6391,-120.4579,15.56,80,20,1.54,US,1670265784
309,aalen,48.8378,10.0933,2.79,94,100,0.93,DE,1670265785
310,usinsk,65.9939,57.5281,-16.28,96,85,5.82,RU,1670265786
311,nemuro,43.3236,145.575,-2.22,58,0,5.39,JP,1670265786
312,bowen,-20.0167,148.2333,24.59,68,0,1.7,AU,1670265787
313,itarema,-2.9248,-39.9167,28.61,66,8,8.8,BR,1670265787
314,nongstoin,25.5167,91.2667,10.41,69,0,1.91,IN,1670265788
315,kemijarvi,66.7131,27.4306,-0.79,94,100,4.9,FI,1670265788
316,luderitz,-26.6481,15.1594,16.94,65,2,11.19,NA,1670265717
317,northam,51.0333,-4.2167,7.44,86,100,6.24,GB,1670265789
318,ulladulla,-35.35,150.4667,15.72,87,83,4.39,AU,1670265790
319,jambi,-1.6,103.6167,23.25,97,97,0.39,ID,1670265790
320,tura,25.5198,90.2201,16.2,85,0,1.42,IN,1670265791
321,tuktoyaktuk,69.4541,-133.0374,-27.0,69,40,11.32,CA,1670265791
322,acapulco,16.8634,-99.8901,29.0,61,0,3.08,MX,1670265792
323,verkhnevilyuysk,63.4453,120.3167,-23.94,98,100,1.75,RU,1670265793
324,bodden town,19.2833,-81.25,29.0,64,20,7.2,KY,1670265794
325,kismayo,-0.3582,42.5454,26.61,79,41,5.03,SO,1670265794
326,agapovka,53.2973,59.1348,-14.44,95,96,3.55,RU,1670265795
327,hohhot,40.8106,111.6522,-17.84,65,0,2.0,CN,1670265796
328,gualaquiza,-3.4,-78.55,27.82,45,20,2.41,EC,1670265797
329,faya,18.3851,42.4509,14.06,80,2,1.81,SA,1670265798
330,talgar,43.3027,77.2395,-6.91,86,100,1.0,KZ,1670265799
331,maceio,-9.6658,-35.7353,28.69,74,75,6.69,BR,1670265799
332,pontianak,-0.0333,109.3333,23.99,100,75,0.51,ID,1670265800
333,sarangani,5.4033,125.4636,27.92,76,100,8.77,PH,1670265800
334,sambava,-14.2667,50.1667,24.49,87,27,5.44,MG,1670265801
335,srednekolymsk,67.45,153.6833,-41.38,100,100,0.38,RU,1670265801
336,canton,23.1167,113.25,10.97,68,13,5.4,CN,1670265802
337,mehamn,71.0357,27.8492,-2.03,93,75,5.66,NO,1670265802
338,whithorn,18.2604,-78.0378,26.91,47,2,5.23,JM,1670265803
339,otane,-39.8833,176.6333,15.56,81,98,1.17,NZ,1670265804
340,vyartsilya,62.1764,30.693,-5.22,100,100,3.06,RU,1670265804
341,catamarca,-28.4696,-65.7852,35.99,19,5,6.71,AR,1670265553
342,santa eulalia,-11.85,-76.6833,15.37,51,10,5.9,PE,1670265805
343,amga,60.8953,131.9608,-27.39,98,100,1.46,RU,1670265806
344,hofn,64.2539,-15.2082,-0.99,86,40,2.06,IS,1670265657
345,the valley,18.217,-63.0578,28.92,73,40,4.63,AI,1670265807
346,kathu,7.9178,98.3332,28.19,87,89,4.79,TH,1670265807
347,ilinskiy,55.619,38.1182,-9.71,92,0,2.0,RU,1670265808
348,karasburg,-28.0167,18.75,19.62,14,3,4.01,NA,1670265808
349,bethel,41.3712,-73.414,8.63,44,0,4.63,US,1670265650
350,clyde river,70.4692,-68.5914,-10.87,92,100,1.54,CA,1670265673
351,thayetmyo,19.3167,95.1833,21.97,73,28,1.65,MM,1670265809
352,imbituba,-28.24,-48.6703,26.03,95,55,3.73,BR,1670265811
353,amparafaravola,-17.5833,48.2167,19.69,88,35,2.06,MG,1670265811
354,dondo,-19.6094,34.7431,27.73,84,2,3.29,MZ,1670265812
355,kulhudhuffushi,6.6221,73.07,25.88,84,100,6.46,MV,1670265812
356,doha,25.2867,51.5333,24.99,73,0,2.57,QA,1670265813
357,egvekinot,66.3167,-179.1667,-18.16,88,100,4.83,RU,1670265814
358,guerrero negro,27.9769,-114.0611,19.92,63,10,6.14,MX,1670265815
359,yantai,37.5333,121.4,1.81,51,5,5.65,CN,1670265815
360,pinsk,52.1229,26.0951,-3.7,90,93,5.84,BY,1670265777
361,belmonte,-15.8631,-38.8828,25.21,73,100,3.4,BR,1670265816
